appid,name,release_date,price
396800,12 Labours of Hercules IV: Mother Nature (Platinum Edition),2015-12-25,1.99
396820,Mass Destruction,2015-08-24,3.99
396850,Chronicles of the Witches and Warlocks,2015-11-18,3.99
396860,Over The Hills And Far Away,2015-09-16,4.79
396870,Catyph: The Kunci Experiment,2016-05-11,10.99
396890,Gridworld,2015-12-24,0.79
396900,GRIP: Combat Racing,2018-11-06,24.99
396930,Tidal Affair: Before The Storm,2015-11-24,6.99
397020,Ironkraft - Road to Hell,2015-10-22,6.99
397040,Sphere III: Rage of the Devastator,2015-12-02,0.0
397060,Faeria,2017-03-08,18.99
397090,Wind Child,2016-03-18,4.79
397100,MachineCraft,2016-03-25,0.0
397160,Aurora Dusk: Steam Age,2019-03-08,6.99
397180,Command: Northern Inferno,2015-10-22,14.99
397190,Sengoku Jidai: Shadow of the Shogun,2016-05-19,22.99
397200,Deliverance,2015-08-31,3.99
397210,Kanji Training Game,2015-09-23,3.99
397240,Troubles Land,2015-09-11,3.99
397270,A Kiss For The Petals - Remembering How We Met,2015-09-25,5.59
397310,Looterkings,2017-08-11,13.59
397320,CTU: Counter Terrorism Unit,2016-04-22,3.99
397330,Little Big Adventure - Enhanced Edition,2015-10-20,4.79
397340,SimplePlanes,2015-12-17,9.99
397350,Lords of the Realm II,2015-12-03,1.99
397360,Magician's Apprentice,2015-11-09,0.0
397390,Space Food Truck,2016-03-25,6.99
397400,HueBots,2015-08-26,0.0
397430,Zoombinis,2015-10-28,6.99
397440,Lost Legends: The Weeping Woman Collector's Edition,2015-10-21,10.99
397460,The Jackbox Party Pack 2,2015-10-13,18.99
397500,Labyronia RPG 2,2015-08-28,0.79
397570,Shmadow,2015-11-03,1.59
397580,Moonbase 332,2015-09-18,3.99
397600,Viral EX,2017-07-10,7.99
397640,Nulldrifters,2015-12-14,1.59
397660,Behind You,2017-02-21,12.99
397690,Hyperspace Invaders II: Pixel Edition,2015-09-04,3.99
397700,Urizen Shadows of the Cold Deluxe Frosty Edition,2015-08-31,1.69
397720,Romance of the Three Kingdoms Maker / 三国志ツクール,2015-12-09,0.0
397730,Rescue Love Revenge,2016-10-27,3.99
397740,Hylics,2015-10-02,1.99
397750,Guided Meditation VR,2016-10-03,10.99
397760,Urban War Defense,2017-07-07,4.79
397770,Meridian: Age of Invention,2015-09-30,1.99
397780,A Wise Use of Time,2015-09-04,5.19
397800,BattleQuiz,2015-09-03,1.99
397810,Super Bomb Rush!,2017-04-20,6.99
397820,Let's Sing 2016,2016-01-21,18.99
397830,Zxill: A Legend of Time,2015-09-04,4.99
397840,Car Mechanic Manager,2015-09-23,3.99
397850,Sonder. Episode ONE,2017-05-09,2.99
397860,Carnivore Land,2016-03-09,5.59
397870,Arcane Sorcery,2015-09-15,0.0
397900,Business Tour - Board Game with Online Multiplayer,2017-07-27,0.0
397940,No Time To Live,2015-09-30,1.69
397950,Clustertruck,2016-09-27,10.99
397960,Mystery Expedition: Prisoners of Ice,2015-11-09,4.99
397970,Abandoned: Chestnut Lodge Asylum,2015-09-24,4.99
397980,Invasion,2015-09-18,3.19
397990,Woof Blaster,2015-09-22,0.0
398000,Little Big Adventure 2,2015-10-20,2.79
398020,Colony Assault,2015-12-15,1.69
398030,Old School Musical,2018-09-13,10.29
398070,Protoshift,2016-01-15,0.79
398100,Highschool Romance,2015-11-18,10.29
398110,Reigning Cats,2015-08-28,1.59
398120,Advanced Gaming Platform::Epica,2016-12-22,15.49
398140,Ino,2017-03-02,1.59
398150,Ace of Protectors,2016-06-27,1.69
398170,Evochron Legacy,2016-01-18,18.99
398180,Euclidean,2015-09-25,3.99
398250,Moonstrider,2015-09-30,8.99
398260,Eyestorm,2016-08-26,3.99
398450,Absent,2015-08-31,0.0
398460,Mooch,2015-09-07,3.99
398480,Louie Cooks,2015-11-10,3.99
398530,Ghost Cleaner,2015-11-05,4.79
398620,Living Legends: The Frozen Fear Collection,2015-10-13,14.99
398640,Bowl Bound College Football,2015-09-03,14.99
398670,Shadow Heroes: Vengeance In Flames,2016-11-22,1.99
398680,Ace Of Words,2016-05-13,3.99
398710,Timberman,2015-09-18,0.79
398810,openCanvas 7,2017-09-20,45.0
398830,Goggles - World of Vaporia,2015-10-09,5.59
398840,War of Beach,2015-10-15,0.0
398850,Epistory - Typing Chronicles,2016-03-30,10.99
398890,Zombie Gotchi,2016-03-23,6.99
398900,Fjall,2015-09-07,1.99
398920,Tisnart Tiles,2015-08-31,1.69
398930,MacGuffin,2016-02-18,1.99
398940,Respawn Man,2015-12-21,2.09
398960,Hoven the Sages Spinel,2015-08-31,1.59
398980,Without Within 2,2015-11-09,3.99
399000,Porradaria Upgrade,2015-09-30,3.99
399040,Legends of Solitaire: Curse of the Dragons,2015-09-28,3.99
399070,Dragon's Wake,2015-12-10,2.79
399090,It's time to get out from the solar system,2015-09-01,2.89
399100,Spheroid,2015-08-31,1.59
399120,Prospekt,2016-02-18,7.5
399130,Massive Cleavage vs Zombies: Awesome Edition,2016-07-08,2.09
399140,Straima,2015-09-25,3.99
399180,Actua Golf 3,2015-08-31,3.99
399230,Kitchen Simulator 2015,2015-09-02,0.79
399240,XNemesis,2016-06-07,1.69
399260,Alice's Mom's Rescue,2015-09-03,2.09
399420,The Prism,2015-09-03,4.79
399430,Tinboy,2015-08-31,1.69
399520,Comedy Quest,2015-09-02,0.0
399530,Hyspherical 2,2016-02-16,2.79
399600,I and Me,2016-05-04,6.99
399640,Flamebreak,2015-10-16,7.19
399670,Game Corp DX,2015-10-02,1.99
399780,Expand,2015-09-30,4.79
399790,Destiny Warriors RPG,2015-09-11,1.59
399810,Call of Cthulhu®,2018-10-29,39.99
399820,Kopanito All-Stars Soccer,2016-11-16,4.79
399880,Amos From Outer Space,2015-10-06,1.99
399890,The Secret Order 2: Masked Intent,2015-11-05,6.99
399900,Mad Snowboarding,2015-09-08,5.99
399910,Ookibloks,2015-10-08,1.69
399920,Blowy Fish,2015-09-25,1.59
400020,Atari Vault,2016-03-24,6.99
400030,Cloney,2016-01-19,0.0
400080,Out of Space,2019-04-24,11.39
400110,Else Heart.Break(),2015-09-24,18.99
400130,Freedom Poopie,2015-11-20,1.99
400160,Concrete Jungle,2015-09-23,5.19
400170,The Incredible Adventures of Van Helsing: Final Cut,2015-11-06,29.99
400180,Okhlos: Omega,2016-08-18,9.99
400200,The Mystery of a Lost Planet,2015-12-17,3.99
400220,Bass Blocks,2015-09-15,3.99
400230,StarForce 2193: The Hotep® Controversy,2016-08-16,0.0
400240,The Deer,2016-03-28,0.59
400250,Heaven Island - VR MMO,2015-12-23,0.79
400280,Lizard,2018-03-04,7.19
400350,Battle Fleet: Ground Assault,2018-05-01,11.39
400360,Adam's Venture: Origins,2016-04-01,13.99
400370,Normality,2015-10-09,2.09
400380,Tactical Soccer The New Season,2015-11-20,6.99
400410,OASE - Other Age Second Encounter,2015-09-30,14.99
400450,NeuroVoider,2016-08-31,10.59
400470,The Seven Years War (1756-1763),2015-10-30,14.99
400500,MadOut Ice Storm,2015-09-07,4.99
400510,The Final Take,2016-06-16,1.59
400570,WarpBall,2017-06-05,6.99
400580,Black Closet,2015-09-16,14.99
400630,Wuppo,2016-09-29,10.99
400660,Reverse Crawl,2015-09-24,4.79
400710,Bleeding Blocks,2015-09-15,1.59
400740,VERGE:Lost chapter,2015-10-01,3.99
400790,The Juicer,2015-09-11,0.79
400800,MXGP2 - The Official Motocross Videogame,2016-04-07,15.49
400880,Ultimate Rock Crawler,2016-01-25,0.79
400910,Rabi-Ribi,2016-01-28,13.59
400940,Budget Cuts,2018-06-14,22.99
401090,MODO indie,2015-09-24,10.99
401120,Anode,2015-10-05,2.79
401170,Birth of Shadows®,2015-11-05,3.99
401190,Dinosaur Hunt,2015-09-17,0.79
401200,Invisible Apartment 2,2015-09-24,2.89
401210,Puzzle Sages,2016-01-18,1.59
401250,Zulu Response,2017-06-12,10.99
401280,Nubs' Adventure,2015-10-12,5.19
401290,Nusakana,2015-11-19,5.99
401330,Akuatica,2015-11-27,4.99
401360,The Aquatic Adventure of the Last Human,2016-01-19,7.19
401420,Match 3 Revolution,2015-09-11,2.79
401510,Lavapools,2016-05-04,3.99
401550,Legena: Union Tides,2015-10-08,0.0
401560,Broadside,2015-09-18,3.99
401680,POSTAL Redux,2016-05-20,4.99
401690,Life in Bunker,2016-02-25,11.99
401710,Flinthook,2017-04-18,10.99
401800,Bitku,2017-02-09,0.0
401810,Poi,2017-02-01,7.19
401820,FATED: The Silent Oath,2016-04-28,6.99
401840,ChargeShot,2015-09-18,6.99
401890,ARSLAN: THE WARRIORS OF LEGEND,2016-02-09,49.99
401910,Darknet,2017-06-08,10.99
401970,Hypatia,2018-08-29,0.0
402020,The Park,2015-10-27,9.99
402030,Zenohell,2015-10-14,6.99
402040,The Guest,2016-03-10,6.99
402060,Californium,2016-02-17,5.19
402120,Deathstate: Abyssal Edition,2015-10-19,6.99
402130,FlatOut 4: Total Insanity,2017-04-04,22.99
402150,String Theory,2016-02-17,5.99
402160,Star Command Galaxies,2015-09-17,11.39
402170,Puzzle Ball,2015-10-01,1.99
402180,Sakura Swim Club,2015-09-11,6.99
402190,Gamer Simulator,2015-09-22,0.79
402210,Airport Madness: Time Machine,2015-09-18,4.99
402220,Lift It,2017-01-20,3.99
402260,Dead Secret,2016-03-28,10.99
402300,Dungeon Manager ZV,2015-10-16,6.99
402310,Overfall,2016-05-17,10.99
402330,Press X to Not Die,2017-10-06,1.99
402340,Blue Rider,2016-03-03,6.99
402390,Hyperdrive Massacre,2015-10-12,6.99
402430,Out of the Park Baseball 17,2016-03-22,14.99
402530,The Last Door: Season 2 - Collector's Edition,2016-03-29,6.99
402560,Tabletopia,2016-11-30,0.0
402570,Atlas Reactor,2016-10-04,0.0
402620,Kindred Spirits on the Roof,2016-02-12,26.99
402670,Space Thinger,2015-09-25,1.69
402710,Osiris: New Dawn,2016-09-28,18.99
402750,Giant Machines 2017,2016-09-29,14.99
402800,Chunks,2016-04-11,14.99
402840,Crusaders of the Lost Idols,2015-10-13,0.0
402850,Miner Mayhem,2015-09-23,0.79
402880,Age of Barbarian Extended Cut,2016-06-03,9.99
402890,Nyctophilia,2015-09-23,0.0
402910,Undead Blackout,2017-02-03,3.99
402940,Dungeons of Betrayal,2017-10-02,3.99
402970,Fringes of the Empire,2015-11-16,10.99
402980,Osteya,2015-11-20,5.79
403010,The Ultimate Showdown,2015-09-16,1.99
403030,mdiapp+ SE,2017-10-16,45.0
403070,Silver Creek Falls: Chapter 2,2015-09-30,3.99
403090,Rescue Team 2,2015-09-23,3.99
403100,Rescue Team 3,2015-09-23,3.99
403120,THE GAME OF LIFE,2015-11-03,3.99
403180,Draw a Stickman: EPIC 2,2015-11-06,3.99
403190,Planetbase,2015-10-15,15.49
403200,Legends of Dawn Reborn,2015-10-20,19.9
403230,ZombieZoid® Zenith,2015-09-30,4.79
403270,Cloudrift,2015-10-30,3.99
403290,Burly Men at Sea,2016-09-29,7.19
403300,GravBlocks,2015-12-15,2.79
403390,Undercover Missions: Operation Kursk K-141,2015-12-11,6.99
403400,ARCADE GAME SERIES: DIG DUG,2016-04-19,2.79
403410,ARCADE GAME SERIES: Ms. PAC-MAN,2016-04-19,2.79
403430,ARCADE GAME SERIES: GALAGA,2016-04-19,2.79
403440,Evil Hazard,2015-09-16,1.99
403460,SkyScrappers,2015-10-15,7.99
403510,Fairy Tale Mysteries 2: The Beanstalk,2015-10-08,6.99
403560,Eaten Alive,2015-09-30,0.79
403570,Stigmat,2015-09-29,3.19
403590,Klepto,2016-06-30,9.99
403640,Dishonored 2,2016-11-11,29.99
403660,Omnipresent,2015-09-28,2.79
403670,Lumber Island - That Special Place,2015-10-01,3.99
403680,Dexterity Ball 3D™,2015-12-07,4.99
403700,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,2015-11-20,3.99
403740,GabeN: The Final Decision,2015-09-21,0.79
403780,Color Symphony 2,2015-10-16,6.99
403830,The Consuming Shadow,2015-11-20,6.99
403850,Sky To Fly: Faster Than Wind,2016-03-25,2.79
403860,ALPAGES : THE FIVE BOOKS,2015-10-23,0.79
403880,MotoGP™15 Compact,2015-12-10,6.99
403900,Clergy Splode,2015-09-17,0.79
403940,Dungelot: Shattered Lands,2016-02-18,6.99
403950,Conquest of Elysium 4,2015-11-16,18.99
403970,The Dwarves,2016-12-01,34.99
403980,World Ship Simulator,2016-11-04,14.99
404030,Lucky Rabbit Reflex!,2015-10-09,11.39
404040,Lords of Magic: Special Edition,2015-12-03,3.99
404050,Black & White Bushido,2015-10-02,9.99
404070,Lords of New York,2017-01-19,0.0
404080,Murder,2015-10-21,0.79
404100,STEEL STRIDER,2015-11-12,4.79
404150,Lovely Weather We're Having,2015-11-10,2.09
404170,Battle Girls,2017-07-06,9.29
404180,Club Life,2016-04-13,9.29
404200,WARTILE,2018-02-08,14.99
404270,All My Gods,2015-10-13,2.79
404390,Evil Robot Traffic Jam HD,2016-08-26,5.99
404400,BADBLOOD,2015-11-13,5.59
404410,Endless Sky,2015-10-30,0.0
404420,Sun Dogs,2015-10-29,6.99
404460,Melter Man,2015-09-22,1.99
404480,SC2VN - The eSports Visual Novel,2015-09-22,0.0
404510,Heaven's Hope - Special Edition,2016-02-25,6.99
404530,Voxel Turf,2017-09-13,5.59
404540,Nex Machina,2017-06-20,14.99
404550,Dead Acres,2015-11-24,3.99
404580,Relive,2015-10-15,0.0
404590,Vikings - Wolves of Midgard,2017-03-24,22.99
404620,The Political Machine 2016,2016-02-04,6.99
404630,One Hundred Ways,2015-10-23,3.99
404640,Game Tycoon 2,2016-04-08,8.29
404660,Vicky Saves the Big Dumb World,2015-10-01,0.79
404680,Hob,2017-09-26,14.99
404690,This Book Is A Dungeon,2015-10-09,3.99
404700,Curvatron,2016-01-29,0.79
404750,Carrotting Brain,2015-10-23,6.19
404770,SUPERFIGHT,2016-07-21,6.99
404790,Godot Engine,2016-02-23,0.0
404820,Ragdoll Runners,2016-07-13,3.99
404850,DARTHY,2016-02-16,0.79
404860,Inside Me,2015-09-29,5.79
404890,U-Boats,2016-01-07,3.99
404960,The Way of Life: DEFINITIVE EDITION,2018-03-15,11.39
405000,UTOPIA 9 - A Volatile Vacation,2016-05-05,8.99
405010,Bitardia,2015-11-20,3.99
405070,The Worm,2015-09-29,3.99
405180,123 Slaughter Me Street,2015-09-25,3.99
405190,MEG 9: Lost Echoes,2017-09-20,8.99
405240,Hairy Little Buggers,2017-06-23,10.99
405290,Charlie Murder,2017-05-12,6.99
405310,LEGO® MARVEL's Avengers,2016-01-26,24.99
405340,Siegecraft Commander,2017-01-16,14.99
405370,Sky Break,2016-10-21,6.99
405440,Ares Omega,2016-03-11,0.79
405480,Tomorrow,2017-02-08,0.0
405500,Dangerous Golf,2016-06-02,14.99
405530,Veer,2016-04-13,1.99
405540,Ninja Senki DX,2016-02-23,3.99
405550,Jet Set Knights,2016-04-07,6.99
405610,Flight of the Paladin,2015-10-23,0.79
405640,Pony Island,2016-01-04,3.99
405650,Zero Reflex : Black Eye Edition,2015-11-04,2.99
405670,Combat Core,2019-01-10,11.99
405710,Staxel,2019-04-11,14.99
405720,Perfect Universe - Play with Gravity,2016-02-26,6.99
405760,Robot Squad Simulator 2017,2016-10-20,10.99
405780,Alpha Polaris : A Horror Adventure Game,2015-10-21,6.99
405810,Valzar,2015-12-22,6.99
405820,Turok,2015-12-17,14.99
405830,Turok 2: Seeds of Evil,2017-03-16,14.99
405900,Disgaea PC / 魔界戦記ディスガイア PC,2016-02-24,10.99
405950,Lowglow,2015-12-03,5.59
405970,Flat Kingdom Paper's Cut Edition,2016-04-15,5.59
405980,Legend of Dungeon: Masters,2015-11-30,0.0
406080,Ant War: Domination,2015-10-02,1.99
406090,Lost Moon,2015-09-28,1.69
406110,Asdivine Hearts,2016-02-01,8.99
406120,Astral Breakers,2016-02-04,3.99
406130,DarkMaus,2016-01-26,6.99
406150,Refunct,2015-10-16,1.99
406170,Vortex: The Gateway,2016-03-22,5.79
406220,Gnomes Vs. Fairies: Greckel's Quest,2016-07-01,7.19
406280,DesertLand 2115,2016-11-18,3.99
406290,Twilight Struggle,2016-04-13,7.19
406300,Lighthockey,2015-10-30,1.59
406310,Stop Online - Battle of Words,2016-01-15,3.99
406350,KartKraft™,2018-11-01,15.99
406400,Axes and Arrows,2015-10-08,6.99
406410,Minigolf VR,2016-03-30,0.79
406550,Umineko When They Cry - Question Arcs,2016-07-08,18.99
406650,Ratings War,2015-10-02,2.89
406670,Impossible Geometry,2016-05-12,1.99
406690,Roses and Gems,2018-10-05,3.99
406720,Alekhine's Gun,2016-03-11,29.99
406730,"1,000 Heads Among the Trees",2015-12-11,4.99
406760,"FL337 - ""Fleet""",2017-06-20,3.99
406780,Welcome to Boon Hill,2015-10-31,5.79
406850,Crush Your Enemies,2016-07-13,6.99
406860,Blind,2018-09-18,19.49
406870,Eventide: Slavic Fable,2016-01-28,6.99
406920,Monsterland,2015-12-14,0.79
406930,Epic Showdown,2015-10-27,3.99
406940,Dub Dash,2016-02-16,3.99
406970,The Uncertain: Last Quiet Day,2016-09-22,10.99
407000,Survival Is Not Enough,2017-07-14,3.99
407020,Star Sky - ブルームーン,2015-10-23,2.79
407050,Mussoumano: Ataque dos Haters,2018-04-09,9.99
407060,AltspaceVR—The Social VR App,2016-03-31,0.0
407100,Gulf of Aden - Task Force Somalia,2015-12-14,5.59
407110,Swarm Universe,2017-03-30,5.79
407120,Soccer Manager 2016,2015-10-07,0.0
407150,Trap Them - Sniper Edition,2015-10-09,2.79
407190,Club Manager 2016,2015-11-19,14.99
407230,Legend of Mysteria RPG,2015-10-09,1.59
407290,There Was A Caveman,2015-10-08,4.99
407300,The Last NightMary - A Lenda do Cabeça de Cuia,2015-11-02,2.79
407310,NEKO-NIN exHeart,2017-04-21,6.99
407320,My Little Kitties,2016-06-21,6.99
407330,Sakura Dungeon,2016-06-03,14.99
407340,Strawberry Vinegar,2016-01-05,6.99
407380,Strania - The Stella Machina -,2015-11-24,10.99
407420,Gabe Newell Simulator 2.0,2015-12-14,1.99
407560,Killing Room,2016-10-20,6.99
407600,Raiden Legacy - Steam Edition,2015-12-10,6.99
407620,Indie Game Battle,2015-10-29,3.99
407630,Skein,2017-11-13,5.99
407680,Last Days of Spring Visual Novel,2015-10-07,2.09
407690,R.B.I. Baseball 16,2016-03-29,14.99
407700,Lonath Online,2015-10-16,4.99
407710,The Grand Canyon VR Experience,2017-01-13,1.99
407720,Poker Pretty Girls Battle: Texas Hold'em,2015-10-21,6.99
407780,Lethe - Episode One,2016-08-01,11.99
407810,Hard Reset Redux,2016-06-03,14.99
407830,Space Overlords,2016-03-03,5.59
407840,Guardians of Orion (Phase 1),2016-12-21,0.79
407880,Mad Nords: Probably an Epic Quest,2016-12-02,4.79
407900,Princess Remedy in a World of Hurt,2016-01-01,0.0
407940,Hyper Bounce Blast,2016-05-27,3.99
407980,Sakura Beach 2,2015-11-06,6.99
408000,Cinderella Escape! R12,2015-11-16,3.99
408030,UniBall,2017-02-24,0.0
408110,Planet R-12,2016-05-05,0.79
408170,Networm,2015-10-27,1.59
408240,Slime Jumper,2016-04-07,3.99
408250,Eagle Flight,2016-12-20,16.99
408280,Message Quest,2015-10-22,1.99
408340,Gravity Lab - Gravitational Testing Facility & Observations,2017-05-18,14.99
408400,Swords and Sorcery - Underworld - Definitive Edition,2015-12-15,10.99
408410,X-Morph: Defense,2017-08-30,14.99
408440,Dream Factory,2015-11-02,7.99
408520,FORM,2017-06-01,10.99
408640,Code of Princess,2016-04-14,10.99
408650,ChromaGun,2016-02-16,9.99
408740,Pro Gamer Manager,2016-04-28,6.99
408750,Starsphere,2015-10-26,2.89
408760,Pro Cycling Manager 2016,2016-06-16,14.99
408770,Highschool Possession,2015-12-09,7.19
408860,Dead Stop,2016-02-29,5.49
408880,Heal Them All,2016-03-08,5.49
408900,Unfortunate Spacemen,2016-05-06,10.99
408930,ePic Character Generator,2015-11-05,0.0
408960,Zombasite,2016-08-23,14.99
408990,Timber and Stone,2015-10-20,9.99
409000,Mystery Chronicle: One Way Heroics,2016-09-12,6.99
409040,Herolike,2016-09-28,5.59
409070,Fist Slash: Of Ultimate Fury,2015-12-10,2.99
409090,The Big Secret of a Small Town,2015-10-22,4.99
409100,The Purring Quest,2015-11-12,6.99
409130,Demigods,2015-10-15,2.79
409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015-12-04,0.0
409170,Contract,2016-01-05,1.99
409280,Blue Sheep,2016-03-31,1.59
409290,Herding Dog,2016-01-15,1.99
409320,Syndrome,2016-10-06,15.49
409340,Perraw - FPS Clone War Alpha,2016-01-29,0.79
409360,Faron's Fate,2015-10-15,2.79
409370,Monster RPG 2,2015-10-12,2.09
409380,Among the Heavens,2015-11-06,1.99
409390,Marble Mountain,2016-04-04,3.99
409410,Clumsy Moose Season,2017-11-13,7.19
409420,Knight Adventure,2015-10-15,0.79
409440,SnakEscape [REMASTERED],2016-02-12,5.79
409450,The Fall of the Dungeon Guardians - Enhanced Edition,2015-11-06,14.99
409460,Blackfaun,2016-10-26,3.99
409490,Rogue Harvest,2018-04-16,3.99
409510,Genesis Online,2015-11-10,0.0
409520,Ginger: Beyond the Crystal,2016-10-25,10.99
409560,Run Rabbit Run,2016-03-31,2.79
409580,No1Left,2016-02-19,5.99
409590,KINGDOMS,2015-10-23,6.99
409600,Contract With The Devil,2015-12-11,3.99
409610,One Final Chaos,2015-10-21,3.99
409630,Rumble,2015-10-14,1.59
409660,Angry Video Game Nerd II: ASSimilation,2016-03-29,6.99
409670,Pink Hour,2015-10-28,0.0
409690,Pink Heaven,2015-11-03,0.0
409710,BioShock™ Remastered,2016-09-15,9.99
409720,BioShock™ 2 Remastered,2016-09-15,13.99
409850,Criminal Girls: Invite Only / クリミナルガールズ INVITATION,2017-01-11,14.99
409870,Phantom Brave PC / ファントム・ブレイブ PC,2016-07-25,10.99
409890,Stranger of Sword City / 剣の街の異邦人 ～黒の宮殿～,2016-06-06,14.99
409910,The Storm Guard: Darkness is Coming,2016-08-25,14.99
409920,Brilliant Shadows - Part One of the Book of Gray Magic,2015-11-02,4.99
410000,Chalo Chalo,2016-10-24,6.99
410040,Hope in Hell,2015-11-04,1.99
410050,The Forgotten Forest,2015-11-11,0.79
410110,12 is Better Than 6,2015-11-20,6.99
410120,AGON - The Mysterious Codex (Trilogy),2015-11-18,6.99
410130,AGON - The Lost Sword of Toledo,2015-11-19,6.99
410150,Swapperoo,2015-12-18,3.99
410210,Ampersand,2015-10-19,0.79
410290,Acorn Assault: Rodent Revolution,2016-03-02,7.19
410320,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,2016-07-18,15.49
410330,TurretCraft,2017-04-05,7.19
410340,Liftoff: FPV Drone Racing,2018-09-13,14.99
410370,Huenison,2016-02-26,3.99
410380,HEX: Shards of Fate,2016-04-19,0.0
410390,Warhammer: Vermintide VR - Hero Trials,2016-12-20,0.0
410430,Morphine,2015-10-28,1.99
410440,Vertigo Void,2015-10-30,3.99
410470,Expander,2015-12-01,1.99
410490,Elements: Epic Heroes,2015-12-21,4.99
410540,Starlord,2015-11-13,4.99
410550,Tank: M1A1 Abrams Battle Simulation,2015-11-13,4.99
410570,Gunjack,2016-04-05,4.24
410670,Suits: A Business RPG,2016-01-05,0.79
410710,System Shock: Enhanced Edition,2015-10-22,6.99
410770,Roads of Rome,2015-10-16,2.79
410820,Starward Rogue,2016-01-20,8.99
410830,ARENA GODS®,2017-10-16,11.39
410840,Rock God Tycoon,2017-02-13,8.29
410850,DRAGON QUEST HEROES™ Slime Edition,2015-12-03,24.99
410890,Higurashi When They Cry Hou - Ch.2 Watanagashi,2015-11-13,5.59
410900,Forts,2017-04-19,10.99
410910,Deathless: The City's Thirst,2015-10-23,2.89
410970,Master of Orion 1,2016-02-25,0.0
410980,Master of Orion 2,2016-02-25,0.0
410990,Master of Orion 3,2016-08-25,0.0
411000,Sorcery! Parts 1 and 2,2016-02-02,9.99
411060,Roads of Rome 2,2015-10-16,2.79
411070,Mass Vector,2015-11-24,4.79
411080,SHOWTIME 2073,2016-02-12,1.59
411120,Galaxy Admirals,2017-01-17,1.59
411130,Leviathan: the Cargo — Ongoing series,2016-07-10,1.69
411300,ELEX,2017-10-17,39.99
411310,"Codename: Panzers, Phase One",2016-02-18,13.99
411320,"Codename: Panzers, Phase Two",2016-02-18,13.99
411330,Men of Valor,2016-02-09,8.99
411370,Melty Blood Actress Again Current Code,2016-04-19,18.99
411390,Getsuei Gakuen -kou-,2015-11-03,18.99
411480,BATTLECREW™ Space Pirates,2017-07-10,0.0
411520,State of Extinction,2016-11-29,6.99
411530,Roads of Rome 3,2015-10-19,2.79
411540,Hybrid Wars,2016-09-29,5.19
411560,Reveal The Deep,2015-12-04,0.79
411570,Zombie Exodus,2015-10-23,5.79
411590,The Rivers of Alice - Extended Version,2015-11-16,5.59
411600,The Sentient,2016-02-29,6.99
411610,Tick's Tales,2016-06-09,5.59
411620,Pane In The Glass,2016-08-08,3.99
411630,Wicked Witches,2015-11-27,6.99
411680,Loot Hound™,2015-11-17,2.09
411690,VROOM: Galleon,2015-10-27,5.19
411720,Quantum Lock,2016-01-07,4.79
411740,Yet Another World,2015-11-30,5.79
411750,Brick Inventions,2016-03-23,3.99
411760,Swordbreaker The Game,2015-11-06,1.99
411820,The FOO Show featuring Will Smith,2016-04-05,0.0
411830,SENRAN KAGURA SHINOVI VERSUS,2016-06-01,14.99
411860,Save the Creatures,2015-10-19,1.59
411870,Discovering Colors - Animals,2016-04-13,2.79
411880,Once',2019-01-18,2.09
411960,TY the Tasmanian Tiger,2016-12-12,10.99
411970,TY the Tasmanian Tiger 2,2017-12-12,11.39
411980,TY the Tasmanian Tiger 3,2018-12-17,11.39
412010,Crossbow Warrior - The Legend of William Tell,2015-12-10,3.99
412050,HordeZ,2016-04-29,12.99
412130,Era of Majesty,2016-02-26,4.79
412140,Electric Highways,2015-10-28,0.0
412150,Midsummer Night,2016-06-17,3.19
412170,City of Chains,2015-12-08,5.99
412210,Warfront Defenders: Westerplatte,2017-08-07,3.99
412230,Infinitrap Classic: Ohio Jack and The Cup Of Eternity,2015-12-22,0.0
412270,Stories of Bethem: Full Moon,2015-12-11,3.99
412290,The Dreamlord,2016-12-13,2.79
412310,Labyrinth,2016-03-07,0.0
412360,SightLineVR,2017-10-31,0.0
412370,Parallels,2015-11-13,0.79
412380,Legend (1994),2015-11-10,3.99
412400,GASP,2016-01-19,0.0
412410,Castle Chaos,2015-12-08,2.09
412440,Jane's Realty,2015-10-21,1.99
412450,The Black Death,2016-04-19,14.99
412460,Villagers,2016-03-25,14.99
412470,Metal War Online: Retribution,2015-12-01,0.0
412480,Turtle Odyssey,2015-10-21,1.99
412490,Yrminsul,2016-03-02,6.99
412520,Evil Defenders,2015-11-11,7.19
412530,Atlantic Quest 2 - New Adventure -,2016-04-05,6.19
412540,The Minotaur,2016-01-21,1.59
412560,Pro Basketball Manager 2016 - US Edition,2016-02-18,6.99
412600,Lup,2016-04-01,0.79
412620,CropDuster Supreme,2017-02-23,0.79
412640,Immerse Creator,2017-04-18,14.99
412660,Klang,2016-09-22,10.99
412670,Bullet Heaven 2,2015-12-07,8.99
412730,Days Under Custody,2015-11-23,3.99
412740,Audioshield,2016-04-05,14.99
412760,Revolve,2017-02-14,6.99
412770,Boogeyman,2015-11-02,3.99
412790,Adventure Time: Magic Man's Head Games,2016-04-05,3.99
412830,STEINS;GATE,2016-09-08,23.99
412880,Drift Streets Japan,2015-12-21,1.69
412930,Farm Mania: Hot Vacation,2015-10-23,2.79
412970,Beatbuddy: On Tour,2015-12-04,4.99
413030,Mytheon,2015-12-08,6.99
